Unnamed: 0,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,12:27:39.76,0.08736,8.34735,0.33314,0.03333,0.0,-0.03333,0
1,12:27:39.82,-0.46936,8.56002,0.31079,0.03333,0.0,-0.0,0
2,12:27:39.89,-0.67042,9.38098,0.18433,0.0,0.0,-0.0,0
3,12:27:39.95,-3.37082,9.69856,0.26298,0.0,0.0,-0.0,0
4,12:27:40.01,-0.41621,9.5186,0.19594,0.0,0.0,-0.0,0
5,12:27:40.08,-0.226,8.36981,0.22456,0.03333,0.0,-0.0,0
6,12:27:40.14,-0.245,7.30925,0.19596,0.0,0.0,-0.0,0
7,12:27:40.21,-0.216,6.00064,0.15638,0.0,0.0,-0.0,0
8,12:27:40.27,-0.11279,5.48568,0.17697,0.03333,0.0,-0.0,0
9,12:27:40.33,-0.02479,3.95109,0.16497,0.0,0.0,-0.0,0
10,12:27:40.40,-0.08379,3.19382,0.40206,0.03333,0.0,-0.0,0
11,12:27:40.46,-0.17179,3.09946,0.45369,0.0,0.0,-0.0,0
12,12:27:40.52,-0.14279,2.791,0.20819,0.0,0.03333,-0.0,0
13,12:27:40.59,-0.02479,1.84284,0.17493,0.0,0.0,-0.0,0
14,12:27:40.65,-0.11279,1.60262,0.11824,0.0,0.0,-0.03333,0
15,12:27:40.71,0.09736,1.21454,0.14699,0.0,0.0,-0.0,0
16,12:27:40.78,0.16536,1.03442,0.12556,0.0,0.0,-0.0,0
17,12:27:40.84,0.12636,0.835,0.11634,0.06667,0.0,-0.03333,0
18,12:27:40.90,0.07736,0.68431,0.26439,0.06667,0.0,-0.0,0
19,12:27:40.97,0.08736,0.46442,0.25526,0.03333,0.0,-0.0,0
20,12:27:41.03,0.12636,0.31336,0.20532,0.03333,0.0,-0.0,0
21,12:27:41.09,0.08736,0.14221,0.25519,0.0,0.0,-0.0,0
22,12:27:41.16,0.06736,0.17121,0.27465,0.03333,0.0,-0.0,0
23,12:27:41.22,0.06736,0.15121,0.30465,0.0,0.0,-0.0,0
24,12:27:41.28,0.05836,-0.01,0.24592,0.0,0.0,-0.0,0
25,12:27:41.35,0.11636,-0.01,0.22449,0.03333,0.0,-0.0,0
