Unnamed: 0,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,12:09:29.88,-5.65981,1.68062,0.15799,0.13333,0.06667,-0.0,0
1,12:09:29.94,-5.90381,1.76862,0.25465,-0.03333,0.0,-0.0,0
2,12:09:30.01,-5.53468,1.35154,0.31128,0.1,0.0,-0.0,0
3,12:09:30.07,-4.96552,1.11242,0.36972,-0.03333,0.0,-0.0,0
4,12:09:30.13,-4.28142,0.95831,0.17671,0.0,0.0,-0.0,0
5,12:09:30.20,-3.85307,0.64942,0.04695,0.0,0.03333,-0.0,0
6,12:09:30.26,-3.52559,0.71842,0.31202,0.1,0.03333,-0.0,0
7,12:09:30.32,-3.32082,0.65942,-0.34495,0.66667,-0.36667,0.1,0
8,12:09:30.39,-2.685,0.70331,0.20304,0.63333,-0.83333,0.3,0
9,12:09:30.45,-2.54961,-0.22769,0.9067,0.16667,-0.16667,0.2,0
10,12:09:30.51,-2.52749,-0.06069,0.56338,-0.06667,-0.2,0.1,0
11,12:09:30.58,-2.21349,-0.01169,0.62856,-0.26667,0.16667,0.06667,0
12,12:09:30.64,-1.92429,-0.44679,0.15833,-0.23333,0.06667,-0.03333,0
13,12:09:30.70,-1.70829,-0.01,-0.0759,-0.23333,0.13333,-0.1,0
14,12:09:30.76,-1.37254,-0.304,0.43379,-0.1,0.03333,-0.06667,0
15,12:09:30.82,-1.40742,-0.157,0.14245,-0.06667,0.0,-0.06667,0
16,12:09:30.88,-1.081,0.028,0.17555,-0.03333,0.03333,-0.0,0
17,12:09:30.95,-1.355,0.068,0.01894,0.0,0.1,-0.0,0
18,12:09:31.01,-1.08631,0.05379,0.06568,0.03333,0.1,-0.03333,0
19,12:09:31.08,-0.78842,-0.03521,0.21659,0.0,0.06667,-0.03333,0
20,12:09:31.14,-0.65636,0.11179,0.26065,0.0,0.0,-0.0,0
21,12:09:31.20,-0.35721,0.05379,0.21616,0.0,0.03333,-0.0,0
22,12:09:31.27,-0.382,0.12179,0.17441,0.06667,0.0,-0.03333,0
23,12:09:31.33,-0.481,0.01964,0.20075,0.03333,0.0,-0.0,0
24,12:09:31.39,-0.402,-0.02936,0.21567,0.0,0.0,-0.0,0
25,12:09:31.46,-0.226,-0.06836,0.27708,0.06667,0.0,-0.03333,2
26,12:09:31.52,-0.157,-0.02936,0.3748,0.0,0.0,-0.0,2
27,12:09:31.58,-0.25979,-0.04936,0.30403,0.0,0.0,-0.0,2
28,12:09:31.65,-0.08379,-0.06836,0.26777,0.03333,0.0,-0.0,2
29,12:09:31.71,-0.16179,-0.08836,0.24052,0.0,0.0,-0.0,2
30,12:09:31.77,-0.23079,0.01964,0.1774,0.06667,0.0,-0.0,2
31,12:09:31.84,0.12636,0.18079,0.22032,0.13333,0.0,-0.0,2
