,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0,11:58:37.81,6.53165,7.00439,0.09517,0.03333,-0.03333,-0.03333
1,11:58:37.87,5.82189,6.96539,0.29823,0.0,0.03333,0.03333
2,11:58:37.94,3.15242,5.78917,0.22935,0.03333,0.0,-0.0
3,11:58:38.00,1.87779,4.40451,0.24295,0.03333,0.0,-0.0
4,11:58:38.06,1.419,3.25389,0.38036,0.03333,0.0,-0.0
5,11:58:38.13,1.00358,2.87089,0.09975,0.0,0.0,-0.0
6,11:58:38.19,0.91146,2.35982,0.34207,0.03333,0.0,-0.0
7,11:58:38.25,0.83346,2.09317,0.13562,0.0,0.06667,-0.0
8,11:58:38.32,0.91871,1.86201,0.32058,0.0,0.03333,0.03333
9,11:58:38.38,0.46538,1.45177,0.02549,0.06667,0.0,-0.0
10,11:58:38.45,0.65138,1.14761,0.34339,0.0,0.0,-0.0
11,11:58:38.51,0.39451,0.96984,0.28018,0.03333,0.0,-0.0
12,11:58:38.57,0.29651,0.90949,0.17817,0.0,0.0,-0.0
13,11:58:38.63,0.48251,0.76962,0.4363,0.0,0.0,-0.0
14,11:58:38.69,0.35451,0.59029,0.10329,0.0,0.0,-0.03333
15,11:58:38.76,0.39451,0.47954,0.20984,0.0,0.03333,-0.0
16,11:58:38.82,0.27516,0.29942,0.22991,0.0,-0.03333,-0.03333
17,11:58:38.89,0.29416,0.29942,0.32692,0.0,0.03333,-0.0
18,11:58:38.95,0.29416,0.178,0.35133,0.0,-0.03333,-0.03333
19,11:58:39.01,0.04916,0.208,0.22791,0.0,0.03333,-0.0
20,11:58:39.08,0.34316,-0.06069,0.26419,0.0,0.06667,-0.0
21,11:58:39.14,0.05916,0.13531,0.12044,0.03333,0.0,-0.0
22,11:58:39.20,0.30416,-0.13358,0.23071,0.0,0.06667,0.03333
23,11:58:39.27,0.20616,-0.13358,0.24813,0.0,-0.1,-0.0
24,11:58:39.33,0.05916,-0.06558,-0.0188,0.06667,0.03333,-0.0
25,11:58:39.40,0.28339,-0.38364,0.40579,0.0,-0.03333,-0.0
26,11:58:39.46,0.03839,-0.27564,0.26549,0.03333,0.0,-0.0
27,11:58:39.52,0.02839,-0.36364,0.31581,0.0,0.0,-0.0
28,11:58:39.58,0.28416,-0.32464,0.26494,0.03333,0.0,-0.03333
29,11:58:39.65,0.10816,-0.31464,0.10834,0.03333,0.03333,-0.0
30,11:58:39.71,0.31416,-0.29464,0.21317,0.0,0.0,-0.0
31,11:58:39.77,0.23516,-0.37364,0.14695,0.0,0.03333,-0.0
32,11:58:39.84,0.49016,-0.42264,0.42618,0.0,-0.03333,-0.0
33,11:58:39.90,0.12816,-0.37364,0.24708,0.03333,-0.06667,-0.03333
34,11:58:39.96,0.20616,-0.36364,0.23378,0.06667,0.03333,-0.0
35,11:58:40.03,0.28416,-0.37364,0.26813,0.03333,0.0,-0.0
36,11:58:40.09,0.10816,-0.16358,0.13737,0.06667,-0.03333,-0.0
37,11:58:40.15,0.22616,-0.19258,0.24631,0.0,0.03333,-0.0
38,11:58:40.22,0.12816,-0.20258,0.12571,0.03333,0.0,-0.0
39,11:58:40.28,0.04916,-0.16358,0.14538,0.0,0.03333,-0.0
40,11:58:40.34,0.32416,-0.26158,0.35538,0.03333,-0.03333,-0.0
41,11:58:40.41,-0.10784,-0.15358,0.14456,0.0,0.03333,-0.0
42,11:58:40.47,0.33316,-0.30058,0.40656,0.06667,0.0,-0.0
43,11:58:40.54,-0.21584,0.03242,0.00267,0.4,0.16667,-0.2
44,11:58:40.60,-0.62877,-0.91621,0.31952,0.23333,-0.13333,-0.2
45,11:58:40.66,-0.09649,-1.75331,1.16828,0.13333,-0.26667,-0.06667
46,11:58:40.73,0.34971,-1.57242,1.07797,1.1,-0.46667,0.16667
47,11:58:40.79,0.654,-1.549,-0.55453,1.8,-1.8,0.2
48,11:58:40.85,0.744,-1.56046,-2.39602,2.13333,-2.73333,0.16667
