Unnamed: 0,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,12:23:24.40,-6.11658,7.18146,0.21674,0.0,0.0,-0.03333,0
1,12:23:24.46,-6.58439,7.30988,0.19457,0.0,0.0,-0.03333,0
2,12:23:24.52,-7.57477,7.41336,0.12694,0.03333,0.0,-0.03333,0
3,12:23:24.58,-8.4016,7.59335,0.14325,0.0,0.03333,-0.0,0
4,12:23:24.64,-8.47967,7.54435,0.32113,0.06667,0.0,-0.0,0
5,12:23:24.71,-8.4016,7.44686,0.34306,0.03333,0.0,-0.0,0
6,12:23:24.77,-7.73688,7.13246,0.35439,0.03333,0.0,-0.0,0
7,12:23:24.83,-6.99788,6.7989,0.13417,0.0,0.0,-0.0,0
8,12:23:24.89,-5.6776,6.2456,0.3678,0.03333,0.0,-0.0,0
9,12:23:24.95,-4.94863,5.73994,0.46164,0.0,-0.03333,-0.03333,0
10,12:23:25.01,-4.59017,5.52663,-0.01839,0.0,0.0,-0.0,0
11,12:23:25.08,-4.03991,5.02081,0.27416,0.0,-0.03333,-0.0,0
12,12:23:25.14,-3.61898,4.52151,0.04582,0.0,0.0,-0.0,0
13,12:23:25.20,-2.95989,3.89298,0.25859,0.03333,0.0,-0.0,0
14,12:23:25.27,-2.45422,3.04807,0.24254,0.0,0.03333,-0.0,0
15,12:23:25.33,-1.76117,2.44882,0.24964,0.03333,0.0,-0.0,0
16,12:23:25.39,-1.28577,1.90201,0.14722,0.0,0.0,-0.03333,0
17,12:23:25.46,-0.85361,1.43177,0.34782,0.03333,0.03333,-0.0,0
18,12:23:25.52,-0.64684,1.35361,0.12444,0.03333,0.0,-0.0,0
19,12:23:25.58,-0.47849,0.98749,0.32848,0.0,0.0,-0.0,0
20,12:23:25.65,-0.48849,0.90662,0.35023,0.0,0.0,-0.0,0
21,12:23:25.71,-0.27062,0.71829,0.2129,0.0,0.0,-0.0,0
22,12:23:25.77,-0.31729,0.50954,0.23947,0.0,0.0,-0.0,0
23,12:23:25.83,-0.22829,0.35842,0.13258,0.03333,0.0,-0.0,0
24,12:23:25.90,-0.11754,0.149,0.23502,0.0,0.0,-0.0,0
25,12:23:25.96,-0.00054,0.257,0.25972,0.03333,0.03333,-0.0,0
26,12:23:26.02,0.23858,-0.01169,0.2837,0.0,0.0,-0.0,0
27,12:23:26.09,0.12058,0.12531,0.16545,0.0,0.0,-0.0,0
28,12:23:26.15,0.28758,0.02731,0.39302,0.03333,0.0,-0.0,0
29,12:23:26.21,0.03258,0.04731,0.26692,0.0,0.0,-0.0,0
30,12:23:26.28,0.18958,-0.12358,0.28398,0.0,0.0,-0.0,3
31,12:23:26.34,0.16958,-0.04558,0.16122,0.0,-0.03333,-0.0,3
32,12:23:26.40,0.08158,-0.04558,0.24783,0.0,0.0,-0.0,3
33,12:23:26.46,0.15058,-0.05558,0.26577,0.0,0.03333,-0.0,3
