,Scaler,Clusters,n_init,Init,Metric,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,Dunn Index,Silhouette Score Norm,Dunn Index Norm,Davies-Bouldin Score Norm,Calinski-Harabasz Score Norm,Combined Score
0,RobustScaler,2,10,k-means++,euclidean,0.538103510501647,0.7715812771488054,2611.1902320341705,2.2715201249520285,1.0,1.0,1.0,1.0,1.0
2,RobustScaler,2,10,random,euclidean,0.538103510501647,0.7715812771488054,2611.1902320341705,2.2715201249520285,1.0,1.0,1.0,1.0,1.0
4,RobustScaler,2,20,k-means++,euclidean,0.538103510501647,0.7715812771488054,2611.1902320341705,2.270009441470301,1.0,0.9988411982087508,1.0,1.0,0.9997102995521877
6,RobustScaler,2,20,random,euclidean,0.538103510501647,0.7715812771488054,2611.1902320341705,2.270009441470301,1.0,0.9988411982087508,1.0,1.0,0.9997102995521877
1,RobustScaler,2,10,k-means++,manhattan,0.4347588025929726,0.7715812771488054,2611.1902320341705,1.5611439358348622,0.6408984521837743,0.4550908841152719,1.0,1.0,0.7739973340747616
3,RobustScaler,2,10,random,manhattan,0.4347588025929726,0.7715812771488054,2611.1902320341705,1.5611439358348622,0.6408984521837743,0.4550908841152719,1.0,1.0,0.7739973340747616
5,RobustScaler,2,20,k-means++,manhattan,0.4347588025929726,0.7715812771488054,2611.1902320341705,1.5611439358348622,0.6408984521837743,0.4550908841152719,1.0,1.0,0.7739973340747616
7,RobustScaler,2,20,random,manhattan,0.4347588025929726,0.7715812771488054,2611.1902320341705,1.5611439358348622,0.6408984521837743,0.4550908841152719,1.0,1.0,0.7739973340747616
15,RobustScaler,3,20,random,manhattan,0.3378193958962126,1.1747052066285126,2171.257134373713,1.0738339215589177,0.3040540051516567,0.0812894066602298,0.4696283946662699,0.7200461713454862,0.39375449445591065
13,RobustScaler,3,20,k-means++,manhattan,0.3378193958962126,1.1747052066285126,2171.257134373713,1.0738339215589177,0.3040540051516567,0.0812894066602298,0.4696283946662699,0.7200461713454862,0.39375449445591065
9,RobustScaler,3,10,k-means++,manhattan,0.3376560470223481,1.1750202445595497,2171.261756749264,1.0730186928483954,0.30348640150144723,0.08066406819492083,0.4692139137560426,0.7200491128194053,0.393353374067954
11,RobustScaler,3,10,random,manhattan,0.3335387361037763,1.1861536620571582,2171.251576146847,1.0648318569235513,0.289179595148031,0.07438418213730369,0.4545661886292351,0.7200426343374731,0.3845431500630107
8,RobustScaler,3,10,k-means++,euclidean,0.32254496759291923,1.1747052066285126,2171.257134373713,0.9779587936306272,0.2509785167525044,0.007746357223752722,0.4696283946662699,0.7200461713454862,0.3620998599970033
12,RobustScaler,3,20,k-means++,euclidean,0.32231813090286504,1.1745848163443229,2171.267898619089,0.9776306589793524,0.25019030603375186,0.007494654583015985,0.4697867866237374,0.720053021231802,0.3618811921180768
10,RobustScaler,3,10,random,euclidean,0.3193136947683377,1.1856724938697807,2171.259895547993,0.9678601779831074,0.23975051005332115,0.0,0.4551992394736846,0.7200479284338147,0.3537494194902051
14,RobustScaler,3,20,random,euclidean,0.3193136947683377,1.1856724938697807,2171.259895547993,0.9678601779831074,0.23975051005332115,0.0,0.4551992394736846,0.7200479284338147,0.3537494194902051
35,MinMaxScaler,2,10,random,manhattan,0.34501355001197304,1.2830281635116603,1608.1104621078737,1.4598445866721568,0.32905220709617244,0.3773870707870862,0.32711286448982696,0.36168471176612665,0.34880921353480304
39,MinMaxScaler,2,20,random,manhattan,0.3448755004542479,1.2834884362840633,1608.117232378975,1.4543370304346748,0.3285725133522195,0.3731623830145675,0.3265073047814121,0.3616890200651064,0.34748280530332637
37,MinMaxScaler,2,20,k-means++,manhattan,0.3448755004542479,1.2834884362840633,1608.117232378975,1.4543370304346748,0.3285725133522195,0.3731623830145675,0.3265073047814121,0.3616890200651064,0.34748280530332637
33,MinMaxScaler,2,10,k-means++,manhattan,0.3448755004542479,1.2834884362840633,1608.117232378975,1.4543370304346748,0.3285725133522195,0.3731623830145675,0.3265073047814121,0.3616890200651064,0.34748280530332637
38,MinMaxScaler,2,20,random,euclidean,0.32349955305779743,1.2834884362840633,1608.117232378975,1.4842017513875307,0.25429550438445514,0.3960707503555241,0.3265073047814121,0.3616890200651064,0.33464064489662443
36,MinMaxScaler,2,20,k-means++,euclidean,0.32349955305779743,1.2834884362840633,1608.117232378975,1.4842017513875307,0.25429550438445514,0.3960707503555241,0.3265073047814121,0.3616890200651064,0.33464064489662443
34,MinMaxScaler,2,10,random,euclidean,0.32337038557421033,1.2839496516923703,1608.1165329316984,1.4835038271721264,0.2538466740164343,0.3955353927900584,0.32590050489031125,0.36168857496801315,0.3342427866662043
32,MinMaxScaler,2,10,k-means++,euclidean,0.32337038557421033,1.2839496516923703,1608.1165329316984,1.4835038271721264,0.2538466740164343,0.3955353927900584,0.32590050489031125,0.36168857496801315,0.3342427866662043
43,MinMaxScaler,3,10,random,manhattan,0.34810555328012077,1.2670115367141102,1582.002581722004,1.306905439936728,0.3397962808074832,0.2600718559636037,0.3481852034045912,0.3450708195380873,0.32328103992844137
41,MinMaxScaler,3,10,k-means++,manhattan,0.34810555328012077,1.2670115367141102,1582.0025817220042,1.3066327246022649,0.3397962808074832,0.2598626638847206,0.3481852034045912,0.3450708195380875,0.32322874190872064
45,MinMaxScaler,3,20,k-means++,manhattan,0.3480046457386427,1.2674475882173446,1582.0002833182484,1.3062158212107138,0.339445647910411,0.25954286929985176,0.3476115105055437,0.34506935693630864,0.32291734616302875
