,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,09:38:19.06,-0.25536,1.08531,0.24018,0.0,0.0,-0.0,0
1,09:38:19.13,-0.31436,0.90442,0.20052,0.0,0.0,-0.0,0
2,09:38:19.19,-0.10321,0.73336,0.09288,0.03333,0.0,-0.0,0
3,09:38:19.26,-0.21021,0.55221,0.1902,0.03333,0.0,-0.0,0
4,09:38:19.32,-0.15221,0.54321,0.30765,0.03333,0.03333,-0.0,0
5,09:38:19.38,-0.16221,0.60121,0.24099,0.03333,0.0,-0.0,0
6,09:38:19.45,-0.17121,0.391,0.28836,0.0,-0.03333,-0.0,0
7,09:38:19.51,-0.00521,0.381,0.13257,0.0,0.0,-0.0,0
8,09:38:19.58,0.077,0.323,0.16843,0.03333,0.0,-0.0,0
9,09:38:19.64,0.087,0.323,0.16851,0.03333,0.0,-0.0,0
10,09:38:19.70,0.136,0.323,0.36482,0.03333,0.0,-0.0,0
11,09:38:19.76,-0.049,0.372,0.22885,0.03333,0.03333,-0.0,0
12,09:38:19.83,0.048,0.352,0.22815,0.03333,0.0,-0.03333,0
13,09:38:19.89,0.146,0.372,0.22977,0.0,0.0,-0.03333,0
14,09:38:19.95,0.117,0.24979,0.18238,0.03333,0.0,-0.0,0
15,09:38:20.02,0.048,0.20079,0.23884,0.0,0.0,-0.0,0
16,09:38:20.08,0.009,0.20979,0.1412,0.03333,0.0,-0.03333,0
17,09:38:20.14,0.009,0.18079,0.14014,0.03333,0.0,-0.03333,0
18,09:38:20.20,0.107,0.22979,0.2793,0.03333,0.0,-0.0,0
19,09:38:20.27,0.185,0.29879,0.42994,0.03333,0.0,-0.0,0
20,09:38:20.33,0.028,0.24979,0.18175,0.0,0.0,-0.0,0
21,09:38:20.39,0.126,0.17079,0.1306,0.0,0.0,-0.0,0
22,09:38:20.46,0.156,0.13179,0.26661,0.0,0.0,-0.0,0
23,09:38:20.52,0.028,0.04864,0.16158,0.0,0.0,-0.0,0
24,09:38:20.58,0.019,-0.01936,0.15917,0.03333,0.03333,-0.0,0
25,09:38:20.65,0.048,-0.02936,0.24686,0.03333,0.0,-0.0,0
26,09:38:20.71,0.0,-0.00036,0.29662,0.03333,0.0,-0.0,0
27,09:38:20.77,0.019,-0.00036,0.19875,0.03333,0.0,-0.0,0
28,09:38:20.84,0.185,0.06864,0.28079,0.03333,0.0,-0.0,0
29,09:38:20.90,0.0,0.02964,0.13087,0.03333,0.0,-0.0,0
30,09:38:20.97,0.117,-0.04936,0.05102,0.06667,0.0,-0.0,0
31,09:38:21.03,0.097,-0.02936,0.16829,0.1,0.0,-0.0,0
32,09:38:21.09,0.097,-0.02936,0.16829,0.1,0.0,-0.0,0
33,09:38:21.16,0.0,0.24979,0.46624,0.03333,0.0,-0.0,0
34,09:38:21.22,0.136,0.13179,0.25734,0.0,0.0,-0.03333,0
35,09:38:21.28,0.215,-0.05936,0.17921,0.0,0.0,-0.0,0
36,09:38:21.35,-0.02,-0.01036,0.09054,0.0,0.0,-0.0,0
37,09:38:21.41,0.146,-0.02936,0.25777,0.03333,0.0,-0.0,0
38,09:38:21.47,0.009,-0.06836,0.22566,0.0,0.03333,0.03333,0
39,09:38:21.54,0.097,-0.06836,0.28507,0.0,0.0,-0.0,0
40,09:38:21.60,0.0,-0.10836,0.1657,0.0,0.0,-0.0,0
41,09:38:21.66,-0.069,-0.06836,0.22589,0.03333,0.0,-0.0,0
42,09:38:21.73,0.058,-0.05936,0.19709,0.03333,-0.03333,-0.03333,0
43,09:38:21.79,0.146,-0.02936,0.21782,0.03333,-0.03333,-0.03333,0
44,09:38:21.85,-0.059,0.04864,0.18069,0.03333,0.0,-0.03333,0
45,09:38:21.92,0.038,0.06864,0.26024,0.03333,0.0,-0.0,0
46,09:38:21.98,0.087,-0.04936,0.26551,0.03333,0.0,-0.0,0
47,09:38:22.05,0.166,-0.01036,0.27764,0.0,-0.03333,-0.0,0
48,09:38:22.11,0.087,-0.01036,0.23772,0.0,0.0,-0.0,0
49,09:38:22.17,0.087,-0.02936,0.1682,0.0,0.0,-0.0,0
50,09:38:22.24,0.058,-0.09836,0.17609,0.03333,0.0,-0.0,0
51,09:38:22.30,0.019,-0.05936,0.22592,0.0,0.03333,0.03333,0
52,09:38:22.36,0.0,-0.09836,0.29386,0.0,0.0,-0.0,0
53,09:38:22.42,-0.098,-0.06836,0.17717,0.0,0.0,-0.0,0
54,09:38:22.49,0.0,-0.01036,0.15944,0.03333,0.0,-0.0,0
55,09:38:22.55,0.107,-0.07836,0.27491,0.0,0.0,-0.0,0
56,09:38:22.61,-0.01,-0.03936,0.10858,0.0,0.0,-0.03333,0
57,09:38:22.68,0.077,-0.05936,0.17723,0.03333,0.0,-0.03333,0
58,09:38:22.74,0.019,-0.00036,0.20873,0.06667,0.0,-0.03333,0
59,09:38:22.80,-0.078,-0.07836,0.23568,0.03333,0.0,-0.03333,0
60,09:38:22.86,-0.108,-0.07836,0.25594,0.03333,-0.03333,-0.03333,0
61,09:38:22.92,0.254,0.15179,0.40694,0.0,-0.03333,-0.0,0
62,09:38:22.99,0.019,-0.03936,0.0996,0.0,0.03333,-0.0,0
63,09:38:23.05,0.019,-0.07836,0.11749,0.0,0.0,-0.0,0
64,09:38:23.12,0.0,-0.10836,0.24466,0.0,-0.03333,-0.0,0
65,09:38:23.18,0.048,-0.05936,0.25599,0.0,0.03333,-0.0,0
66,09:38:23.24,0.077,-0.09836,0.24518,0.0,0.0,-0.0,0
67,09:38:23.30,-0.029,-0.08836,0.15723,0.0,0.0,-0.0,0
68,09:38:23.36,-0.02,-0.11736,0.16552,0.03333,0.0,-0.0,0
69,09:38:23.43,0.107,-0.12736,0.22481,0.03333,0.0,-0.0,0
70,09:38:23.49,-0.137,-0.03936,0.29631,0.03333,0.0,-0.0,0
71,09:38:23.55,-0.049,0.02964,0.24883,0.03333,0.0,-0.03333,0
72,09:38:23.62,-0.049,-0.02936,0.22689,0.03333,0.0,-0.03333,0
73,09:38:23.68,-0.059,-0.00036,0.09103,0.03333,0.0,-0.03333,0
74,09:38:23.75,0.185,-0.16636,0.33311,0.03333,0.0,-0.0,0
75,09:38:23.81,0.077,-0.07836,0.22568,0.03333,0.0,-0.0,0
76,09:38:23.87,0.009,0.07864,0.24061,0.0,0.03333,-0.0,0
77,09:38:23.93,0.058,-0.01936,0.3641,0.0,0.0,-0.0,0
78,09:38:24.00,0.0,-0.13736,0.1061,0.0,-0.03333,-0.0,0
79,09:38:24.06,0.019,-0.13736,0.1461,0.0,0.0,-0.0,0
80,09:38:24.13,0.028,-0.07836,0.19645,0.03333,0.0,0.03333,0
81,09:38:24.19,-0.108,-0.02936,0.20836,0.03333,0.0,-0.0,0
82,09:38:24.25,-0.108,-0.01036,0.23792,0.03333,0.0,-0.0,0
83,09:38:24.32,0.068,-0.04936,0.25638,0.03333,0.0,-0.0,0
84,09:38:24.38,0.0,-0.11736,0.1655,0.03333,0.0,-0.0,0
85,09:38:24.45,0.0,-0.07836,0.12746,0.03333,0.0,-0.03333,0
86,09:38:24.51,0.019,-0.04936,0.17724,0.06667,0.0,-0.03333,0
87,09:38:24.57,0.009,0.07279,0.30386,0.03333,0.0,-0.03333,0
88,09:38:24.63,0.068,0.13179,0.32461,0.03333,0.0,-0.0,0
89,09:38:24.70,0.146,0.15179,0.34598,0.0,-0.03333,-0.0,0
90,09:38:24.76,-0.049,0.12179,0.20731,0.0,0.03333,-0.0,0
91,09:38:24.82,0.038,0.09279,0.22547,0.0,0.0,-0.0,0
92,09:38:24.88,0.077,-0.10836,0.22496,0.0,0.0,-0.0,0
93,09:38:24.95,0.0,-0.01036,0.16843,0.0,0.0,-0.0,0
94,09:38:25.01,0.087,-0.09836,0.25525,0.0,0.0,-0.0,0
95,09:38:25.07,0.0,-0.13736,0.16507,0.0,0.0,-0.0,0
96,09:38:25.13,-0.059,-0.12736,0.20543,0.0,0.0,-0.0,0
97,09:38:25.19,-0.127,-0.07836,0.15824,0.03333,0.0,-0.0,0
98,09:38:25.24,0.009,-0.07836,0.26437,0.03333,-0.03333,-0.0,0
99,09:38:25.31,-0.029,-0.02936,0.21682,0.03333,0.0,-0.0,0
100,09:38:25.37,-0.069,-0.06836,0.15794,0.0,0.03333,-0.0,0
101,09:38:25.43,0.0,-0.07836,0.11747,0.03333,0.0,-0.03333,0
102,09:38:25.49,-0.137,-0.01036,0.25824,0.03333,0.0,-0.0,0
103,09:38:25.56,-0.049,-0.06836,0.30472,0.03333,0.03333,-0.03333,0
