,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0,10:02:21.41,-1.28042,-3.04146,0.23517,0.06667,-0.03333,-0.0
1,10:02:21.47,-1.11531,-2.87817,0.26998,0.0,0.0,-0.0
2,10:02:21.54,-1.06631,-2.704,0.24908,0.03333,0.0,-0.0
3,10:02:21.60,-0.93542,-2.51101,0.09395,0.03333,0.03333,-0.03333
4,10:02:21.67,-0.51936,-2.20677,0.35149,0.0,0.0,-0.0
5,10:02:21.73,-0.78336,-1.90361,0.15453,0.03333,0.0,-0.0
6,10:02:21.79,-0.62636,-1.88184,0.4028,0.0,0.0,-0.0
7,10:02:21.86,-0.68536,-1.85284,0.21776,0.0,0.0,-0.0
8,10:02:21.92,-0.44621,-1.53462,0.14774,0.03333,0.0,-0.0
9,10:02:21.99,-0.55321,-1.47662,0.2782,0.0,0.03333,-0.0
10,10:02:22.05,-0.431,-1.28829,0.26127,0.03333,0.0,-0.0
11,10:02:22.11,-0.431,-1.17654,0.20211,0.03333,0.03333,-0.0
12,10:02:22.18,-0.402,-1.16754,0.26884,0.0,0.0,-0.0
13,10:02:22.24,-0.422,-1.02542,0.1528,0.0,0.0,-0.0
14,10:02:22.30,-0.314,-0.96742,0.21698,0.03333,0.0,-0.0
15,10:02:22.36,-0.392,-0.699,0.20171,0.03333,0.0,-0.0
16,10:02:22.43,-0.353,-0.855,0.34593,0.03333,0.0,-0.03333
17,10:02:22.49,-0.343,-0.63631,0.20886,0.0,0.0,-0.0
18,10:02:22.55,-0.10379,-0.64631,0.23575,0.03333,0.0,-0.0
19,10:02:22.62,-0.26979,-0.57731,0.1931,0.0,0.03333,-0.0
20,10:02:22.68,-0.24079,-0.47542,0.16245,0.06667,0.0,-0.0
21,10:02:22.74,-0.20179,-0.52342,0.18983,0.0,0.0,-0.0
22,10:02:22.80,-0.25079,-0.48542,0.21174,0.0,0.0,-0.0
23,10:02:22.87,-0.10379,-0.53342,0.2357,0.06667,-0.03333,-0.03333
24,10:02:22.93,-0.12279,-0.34236,0.21622,0.0,0.0,-0.0
25,10:02:22.99,-0.36779,-0.24536,0.30539,0.03333,0.0,-0.0
26,10:02:23.06,-0.29979,-0.22536,0.3023,0.0,0.03333,-0.0
27,10:02:23.12,-0.33879,-0.25536,0.17617,0.0,0.0,-0.0
28,10:02:23.18,-0.03964,-0.32336,0.19018,0.0,0.0,-0.0
29,10:02:23.25,0.01836,-0.24536,0.1986,0.03333,0.0,-0.0
30,10:02:23.31,-0.01064,-0.27436,0.19933,0.0,0.0,-0.0
31,10:02:23.37,0.12636,-0.24536,0.29369,0.03333,-0.03333,-0.0
32,10:02:23.44,-0.22664,-0.22536,0.19953,0.0,0.0,-0.0
33,10:02:23.50,-0.15764,-0.34236,0.18528,0.0,0.0,-0.0
34,10:02:23.56,-0.09864,-0.11321,0.21266,0.03333,0.0,-0.0
35,10:02:23.62,-0.09864,-0.14321,0.30037,0.0,0.0,-0.0
36,10:02:23.68,-0.02064,0.00479,0.23991,0.03333,0.0,-0.0
37,10:02:23.75,-0.15764,-0.10321,0.20546,0.03333,0.0,-0.0
38,10:02:23.81,-0.08864,-0.08421,0.24139,0.0,0.03333,-0.0
39,10:02:23.88,-0.08864,-0.13321,0.19218,0.0,0.0,-0.0
40,10:02:23.94,-0.12864,-0.09421,0.1353,0.03333,0.0,-0.03333
41,10:02:24.00,0.07736,-0.06421,0.35388,0.0,0.0,-0.0
42,10:02:24.07,0.01836,-0.11321,0.17833,0.03333,0.0,-0.0
43,10:02:24.13,-0.14764,-0.06421,0.25419,0.03333,0.0,-0.0
44,10:02:24.19,-0.02064,-0.13321,0.35632,0.0,0.0,-0.0
45,10:02:24.26,-0.18764,0.00479,0.19828,0.0,0.0,-0.0
46,10:02:24.32,-0.11864,-0.06421,0.0962,0.0,0.0,-0.0
47,10:02:24.38,-0.01064,-0.08421,0.1795,0.0,0.0,-0.0
48,10:02:24.44,0.07736,-0.14321,0.24545,0.03333,0.06667,-0.0
49,10:02:24.51,-0.28564,-0.04521,0.39833,0.03333,0.0,-0.0
50,10:02:24.57,-0.07964,-0.08421,0.24102,0.0,0.0,-0.03333
51,10:02:24.63,0.03836,-0.04521,0.16834,0.0,0.0,-0.03333
52,10:02:24.70,-0.07964,-0.02521,0.15386,0.03333,-0.03333,-0.0
53,10:02:24.76,-0.05964,-0.03521,0.36753,0.03333,0.03333,-0.0
54,10:02:24.82,-0.07964,-0.05421,0.15348,0.0,0.0,-0.0
