,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,seconds
37,12:54:43.720000,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333,46483.72
38,12:54:43.750000,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333,46483.75
39,12:54:43.800000,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333,46483.8
40,12:54:43.830000,-0.02196,-1.78149,-1.69566,-0.33333,0.23333,-0.13333,46483.83
41,12:54:43.860000,0.71304,-2.00562,-2.37424,-0.3,0.03333,-0.1,46483.86
42,12:54:43.890000,0.71304,-2.00562,-2.37424,-0.3,0.03333,-0.1,46483.89
43,12:54:43.930000,0.42078,-1.76962,-3.18526,0.1,0.13333,-0.13333,46483.93
44,12:54:43.950000,0.28278,-1.70829,-2.74745,0.03333,-0.4,-0.1,46483.95
45,12:54:43.980000,0.28278,-1.70829,-2.74745,0.03333,-0.4,-0.1,46483.98
46,12:54:44.010000,0.81278,-1.75454,-2.45375,0.46667,-0.23333,-0.03333,46484.01
47,12:54:44.040000,-0.38276,-1.22454,-3.22821,0.46667,-1.06667,-0.03333,46484.04
48,12:54:44.080000,0.30837,-1.72554,-2.4275,0.23333,-1.73333,-0.03333,46484.08
49,12:54:44.100000,1.45402,-2.23454,0.04879,0.66667,-1.53333,0.06667,46484.1
50,12:54:44.130000,0.91714,-1.93054,0.02409,0.9,-1.2,0.1,46484.13
51,12:54:44.170000,0.64133,-2.11442,0.00302,0.76667,-1.8,0.16667,46484.17
52,12:54:44.210000,0.99112,-2.25142,0.03637,1.0,-1.6,0.26667,46484.21
53,12:54:44.250000,0.99112,-2.25142,0.03637,1.0,-1.6,0.26667,46484.25
54,12:54:44.270000,0.00529,-1.345,-0.21724,1.16667,-2.23333,0.2,46484.27
55,12:54:44.300000,1.47512,-2.29231,0.26441,1.06667,-1.83333,0.36667,46484.3
56,12:54:44.340000,0.84339,-2.24331,0.08018,1.43333,-1.43333,0.4,46484.34
57,12:54:44.360000,-0.0107,-1.47442,-0.42354,1.13333,-2.03333,0.3,46484.36
58,12:54:44.390000,1.67042,-2.09736,0.5516,0.76667,-2.23333,0.4,46484.39
59,12:54:44.430000,0.62283,-2.37236,-0.43747,1.36667,-1.1,0.56667,46484.43
60,12:54:44.470000,-0.37375,-1.78921,-0.75792,1.53333,-1.46667,0.5,46484.47
61,12:54:44.500000,1.22483,-1.079,0.4411,0.7,-2.33333,0.36667,46484.5
62,12:54:44.530000,1.24248,-2.03064,-0.18072,0.96667,-1.13333,0.56667,46484.53
63,12:54:44.580000,1.05011,-0.126,0.00292,0.66667,-2.03333,0.26667,46484.58
64,12:54:44.610000,2.09893,-0.86758,0.08299,0.4,-1.76667,0.33333,46484.61
65,12:54:44.640000,2.09893,-0.86758,0.08299,0.4,-1.76667,0.33333,46484.64
66,12:54:44.670000,1.57654,-0.09571,-0.39475,0.9,-1.0,0.26667,46484.67
