,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,seconds
67,12:54:44.700000,1.61,-1.41738,0.26068,0.6,-1.4,0.26667,46484.7
68,12:54:44.730000,2.02875,-1.06438,0.71572,0.9,-1.1,0.2,46484.73
69,12:54:44.760000,2.01939,-0.47351,0.02147,0.73333,-0.63333,0.16667,46484.76
70,12:54:44.790000,1.76439,-1.41451,0.00385,0.43333,-0.86667,0.1,46484.79
71,12:54:44.820000,2.81838,-1.38416,0.72296,0.63333,-1.06667,0.03333,46484.82
72,12:54:44.850000,2.76938,-0.96216,0.63266,0.73333,-0.66667,0.1,46484.85
73,12:54:44.880000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46484.88
74,12:54:44.910000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46484.91
75,12:54:44.940000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46484.94
76,12:54:44.980000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46484.98
77,12:54:45.010000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46485.01
78,12:54:45.040000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46485.04
79,12:54:45.070000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46485.07
80,12:54:45.100000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46485.1
81,12:54:45.130000,1.85071,-1.33516,0.33057,0.53333,-0.3,0.13333,46485.13
82,12:54:45.160000,2.71371,-1.59016,0.44439,0.06667,0.13333,-0.0,46485.16
83,12:54:45.190000,2.20371,-1.47351,0.23731,0.13333,0.3,-0.0,46485.19
84,12:54:45.230000,2.17138,-1.41451,0.03022,-0.1,-0.1,-0.03333,46485.23
85,12:54:45.250000,2.34551,-1.75038,0.2187,0.03333,0.03333,-0.0,46485.25
86,12:54:45.290000,2.05151,-1.46638,0.14273,0.1,0.16667,0.03333,46485.29
87,12:54:45.320000,1.66716,-1.73371,-0.00661,0.0,0.0,-0.06667,46485.32
88,12:54:45.360000,2.28516,-1.82171,0.3606,0.03333,-0.06667,-0.0,46485.36
89,12:54:45.390000,2.05839,-1.74371,0.46226,0.06667,0.06667,0.03333,46485.39
90,12:54:45.420000,1.28323,-1.68238,0.11769,-0.03333,0.0,-0.0,46485.42
91,12:54:45.450000,1.59723,-1.74371,0.20145,0.03333,-0.1,-0.06667,46485.45
92,12:54:45.480000,1.63675,-1.78271,0.4589,0.0,0.03333,-0.0,46485.48
93,12:54:45.510000,1.47975,-1.82171,0.46423,0.0,0.13333,0.03333,46485.51
94,12:54:45.540000,1.11799,-1.74371,0.10902,0.0,0.0,-0.0,46485.54
95,12:54:45.580000,1.25499,-1.77271,0.2289,0.0,-0.03333,-0.03333,46485.58
96,12:54:45.610000,1.296,-1.57438,0.39286,-0.03333,0.13333,0.03333,46485.61
97,12:54:45.640000,1.08,-1.59338,0.17784,-0.03333,0.16667,-0.0,46485.64
98,12:54:45.670000,1.02383,-1.48538,0.2446,0.03333,-0.03333,-0.03333,46485.67
99,12:54:45.700000,1.21983,-1.53438,0.49452,0.0,0.0,-0.0,46485.7
100,12:54:45.730000,0.75254,-1.49351,0.40738,0.0,0.03333,-0.06667,46485.73
101,12:54:45.760000,0.75254,-1.49351,0.40738,0.0,0.03333,-0.06667,46485.76
102,12:54:45.790000,0.64918,-1.38551,0.33743,-0.1,0.26667,-0.0,46485.79
103,12:54:45.820000,0.64918,-1.38551,0.33743,-0.1,0.26667,-0.0,46485.82
104,12:54:45.850000,0.34078,-1.27751,0.42669,-0.03333,0.26667,-0.13333,46485.85
105,12:54:45.880000,0.64478,-1.16816,0.48936,-0.1,0.2,-0.1,46485.88
106,12:54:45.910000,0.57241,-1.45451,0.79873,-0.1,0.76667,-0.03333,46485.91
107,12:54:45.940000,0.44311,-1.21851,0.62994,-0.06667,0.83333,-0.1,46485.94
108,12:54:45.970000,1.48091,-1.49871,0.98331,-0.46667,1.03333,-0.0,46485.97
109,12:54:46,1.48091,-1.49871,0.98331,-0.46667,1.03333,-0.0,46486.0
110,12:54:46.030000,0.33302,-1.42246,0.44721,-0.06667,2.03333,0.16667,46486.03
111,12:54:46.060000,0.47748,-1.25646,0.42252,-0.23333,1.86667,0.2,46486.06
112,12:54:46.090000,0.63809,-1.82858,0.65052,-0.4,1.9,0.1,46486.09
113,12:54:46.120000,0.60683,-1.55046,0.52079,-0.4,1.96667,0.03333,46486.12
114,12:54:46.160000,0.60683,-1.55046,0.52079,-0.4,1.96667,0.03333,46486.16
115,12:54:46.190000,0.60683,-1.55046,0.52079,-0.4,1.96667,0.03333,46486.19
116,12:54:46.230000,0.58428,-1.695,0.64899,-0.8,1.8,0.1,46486.23
117,12:54:46.260000,0.19075,-1.55169,-0.08486,-0.83333,1.93333,0.03333,46486.26
118,12:54:46.290000,0.2743,-1.66969,-0.06087,-0.86667,1.8,-0.0,46486.29
119,12:54:46.330000,0.54561,-1.56558,0.01566,-1.13333,1.66667,0.13333,46486.33
120,12:54:46.350000,0.30954,-1.79564,-0.12842,-1.06667,1.7,0.1,46486.35
121,12:54:46.390000,0.30954,-1.79564,-0.12842,-1.06667,1.7,0.1,46486.39
122,12:54:46.410000,0.19165,-1.481,-0.1899,-0.96667,1.4,0.1,46486.41
123,12:54:46.440000,0.06798,-1.069,-0.20353,-1.16667,1.2,0.06667,46486.44
124,12:54:46.470000,0.13428,-1.39721,-0.159,-1.06667,1.1,-0.0,46486.47
125,12:54:46.500000,0.13428,-1.39721,-0.159,-1.06667,1.1,-0.0,46486.5
126,12:54:46.540000,0.13428,-1.39721,-0.159,-1.06667,1.1,-0.0,46486.54
127,12:54:46.570000,-0.41767,-0.97831,-0.1297,-1.06667,0.5,-0.06667,46486.57
128,12:54:46.600000,0.62758,-1.36131,0.01783,-1.03333,0.36667,-0.1,46486.6
129,12:54:46.630000,0.62758,-1.36131,0.01783,-1.03333,0.36667,-0.1,46486.63
130,12:54:46.660000,0.10662,-1.316,-0.03652,-0.83333,0.93333,-0.0,46486.66
131,12:54:46.690000,-0.16186,-1.179,-0.03893,-0.86667,0.43333,-0.06667,46486.69
132,12:54:46.720000,-0.16186,-1.179,-0.03893,-0.86667,0.43333,-0.06667,46486.72
133,12:54:46.750000,-0.01373,-1.25142,-0.0353,-0.83333,0.26667,-0.13333,46486.75
134,12:54:46.780000,-0.01373,-1.25142,-0.0353,-0.83333,0.26667,-0.13333,46486.78
135,12:54:46.810000,-0.01373,-1.25142,-0.0353,-0.83333,0.26667,-0.13333,46486.81
136,12:54:46.840000,0.07237,-1.00054,-1.59479,-0.53333,0.36667,-0.2,46486.84
137,12:54:46.880000,0.07237,-1.00054,-1.59479,-0.53333,0.36667,-0.2,46486.88
138,12:54:46.910000,1.18624,-1.27042,-0.53952,-0.43333,0.03333,-0.1,46486.91
139,12:54:46.940000,1.18624,-1.27042,-0.53952,-0.43333,0.03333,-0.1,46486.94
140,12:54:46.960000,1.18624,-1.27042,-0.53952,-0.43333,0.03333,-0.1,46486.96
141,12:54:47,1.18624,-1.27042,-0.53952,-0.43333,0.03333,-0.1,46487.0
142,12:54:47.030000,0.39004,-0.78142,-0.19164,-0.1,0.0,-0.13333,46487.03
143,12:54:47.060000,0.01878,-0.992,-1.55358,0.13333,-0.1,-0.03333,46487.06
144,12:54:47.090000,0.01878,-0.992,-1.55358,0.13333,-0.1,-0.03333,46487.09
145,12:54:47.120000,0.43904,-1.041,-1.02235,0.56667,-0.26667,-0.0,46487.12
146,12:54:47.150000,0.43904,-1.041,-1.02235,0.56667,-0.26667,-0.0,46487.15
147,12:54:47.180000,0.06604,-0.748,-1.86562,0.56667,-0.16667,0.06667,46487.18
148,12:54:47.210000,-0.39496,-0.57731,-3.52031,0.5,-0.23333,0.03333,46487.21
149,12:54:47.240000,-0.15896,-1.20431,-1.82568,0.73333,-0.43333,-0.03333,46487.24
150,12:54:47.270000,0.34737,-1.31231,0.01212,0.8,-0.53333,0.16667,46487.27
151,12:54:47.310000,0.34737,-1.31231,0.01212,0.8,-0.53333,0.16667,46487.31
152,12:54:47.330000,0.67327,-1.28231,0.11002,0.86667,-1.23333,0.2,46487.33
153,12:54:47.360000,0.67327,-1.28231,0.11002,0.86667,-1.23333,0.2,46487.36
154,12:54:47.390000,0.14214,-1.76331,-0.0247,0.93333,-1.0,0.26667,46487.39
155,12:54:47.420000,1.21685,-2.13531,0.52243,1.06667,-1.93333,0.23333,46487.42
156,12:54:47.450000,1.21685,-2.13531,0.52243,1.06667,-1.93333,0.23333,46487.45
157,12:54:47.490000,-0.89572,-1.73942,-0.49819,1.06667,-1.7,0.2,46487.49
158,12:54:47.510000,0.54529,-2.02342,0.24782,1.06667,-2.3,0.16667,46487.51
159,12:54:47.550000,0.20112,-1.14636,-0.06736,1.06667,-1.0,0.4,46487.55
160,12:54:47.570000,0.20112,-1.14636,-0.06736,1.06667,-1.0,0.4,46487.57
161,12:54:47.610000,0.3772,-1.50521,-0.01109,1.03333,-1.5,0.3,46487.61
162,12:54:47.640000,0.5193,-1.30921,-0.02688,1.13333,-1.16667,0.3,46487.64
163,12:54:47.670000,0.44442,-1.442,0.01208,1.13333,-0.86667,0.36667,46487.67
164,12:54:47.700000,0.43683,-0.56558,-0.29379,0.93333,-1.1,0.23333,46487.7
165,12:54:47.740000,0.53825,-0.74769,-0.357,0.9,-0.93333,0.23333,46487.74
166,12:54:47.770000,0.57022,-0.35346,0.07312,0.83333,-1.2,0.03333,46487.77
167,12:54:47.810000,1.56009,-0.27271,0.38553,0.66667,-1.16667,0.06667,46487.81
168,12:54:47.840000,1.243,-0.23851,0.00017,0.63333,-0.76667,0.06667,46487.84
169,12:54:47.870000,1.26402,0.09684,0.08872,0.63333,-0.9,-0.0,46487.87
170,12:54:47.930000,1.71958,0.01961,0.07181,0.53333,-0.86667,-0.0,46487.93
171,12:54:47.970000,1.75711,-0.20523,0.44891,0.5,-0.83333,-0.0,46487.97
172,12:54:48.010000,2.43193,-0.04875,0.54238,0.5,-0.5,-0.03333,46488.01
173,12:54:48.040000,1.78611,0.21501,0.29123,0.46667,-0.3,-0.0,46488.04
174,12:54:48.060000,2.33511,-0.22599,0.62033,0.36667,-0.16667,-0.03333,46488.06
175,12:54:48.090000,2.54111,-0.091,0.67945,0.3,-0.13333,-0.0,46488.09
176,12:54:48.120000,1.99441,-0.11,0.14846,0.3,-0.3,-0.0,46488.12
177,12:54:48.160000,2.09241,0.252,0.41525,0.36667,-0.33333,-0.03333,46488.16
178,12:54:48.190000,2.09241,0.252,0.41525,0.36667,-0.33333,-0.03333,46488.19
179,12:54:48.220000,2.29841,-0.01483,0.49415,0.23333,0.06667,-0.03333,46488.22
180,12:54:48.250000,2.08341,0.22017,0.42916,0.06667,-0.2,-0.1,46488.25
181,12:54:48.280000,2.08341,0.22017,0.42916,0.06667,-0.2,-0.1,46488.28
182,12:54:48.310000,2.17141,-0.169,0.20622,0.16667,0.0,-0.03333,46488.31
183,12:54:48.340000,1.85741,0.086,0.06077,0.16667,0.0,-0.06667,46488.34
184,12:54:48.370000,1.81841,-0.13,0.22925,0.03333,-0.16667,-0.06667,46488.37
185,12:54:48.410000,2.02441,-0.316,0.40524,0.0,-0.26667,-0.03333,46488.41
186,12:54:48.450000,1.79841,0.066,0.22481,0.06667,0.0,-0.06667,46488.45
187,12:54:48.470000,1.71041,-0.29499,0.30253,0.0,-0.1,-0.06667,46488.47
188,12:54:48.510000,1.86741,-0.28499,0.1968,-0.03333,-0.13333,-0.03333,46488.51
189,12:54:48.550000,1.55111,-0.06999,-0.13516,0.03333,0.03333,-0.03333,46488.55
190,12:54:48.580000,1.44311,-0.22599,0.01612,0.0,-0.06667,-0.06667,46488.58
191,12:54:48.610000,1.90641,-0.36399,0.31228,0.0,-0.26667,-0.1,46488.61
192,12:54:48.640000,1.78841,-0.34399,0.29868,0.0,-0.2,-0.06667,46488.64
193,12:54:48.670000,1.60011,-0.40299,0.32659,0.0,-0.1,-0.03333,46488.67
194,12:54:48.700000,1.07893,-0.27499,0.31605,0.0,-0.13333,-0.06667,46488.7
195,12:54:48.740000,1.00993,-0.46199,0.52049,-0.1,0.0,-0.06667,46488.74
196,12:54:48.770000,0.72593,-0.54999,0.48849,-0.06667,-0.03333,-0.06667,46488.77
197,12:54:48.800000,0.61793,-0.58875,0.87669,-0.2,-0.06667,-0.16667,46488.8
198,12:54:48.830000,0.48211,-0.88275,0.9586,-0.33333,-0.03333,-0.2,46488.83
199,12:54:48.860000,1.07011,-0.90223,1.32237,-0.43333,0.33333,-0.2,46488.86
200,12:54:48.890000,1.07011,-0.90223,1.32237,-0.43333,0.33333,-0.2,46488.89
201,12:54:48.930000,0.57891,-0.80439,0.34182,-0.56667,0.46667,-0.33333,46488.93
202,12:54:48.960000,1.23591,-0.92316,0.66107,-0.6,0.46667,-0.3,46488.96
203,12:54:49,0.87658,-0.80651,0.34324,-0.6,0.83333,-0.23333,46489.0
204,12:54:49.020000,1.11535,-0.65051,0.19435,-0.7,0.63333,-0.33333,46489.02
205,12:54:49.060000,1.49835,-0.77938,0.34695,-0.66667,0.76667,-0.3,46489.06
206,12:54:49.090000,1.05802,-0.55438,0.23056,-0.53333,1.13333,-0.26667,46489.09
207,12:54:49.120000,0.703,-0.41738,0.00461,-0.56667,1.13333,-0.3,46489.12
208,12:54:49.150000,0.703,-0.41738,0.00461,-0.56667,1.13333,-0.3,46489.15
209,12:54:49.180000,0.97849,-0.28271,0.1632,-0.73333,1.0,-0.3,46489.18
210,12:54:49.210000,1.09909,-0.47871,0.20206,-0.7,1.16667,-0.33333,46489.21
211,12:54:49.240000,1.02819,-1.18058,0.41174,-0.66667,1.5,-0.26667,46489.24
212,12:54:49.280000,0.26106,-0.64158,0.14828,-0.5,1.9,-0.2,46489.28
213,12:54:49.300000,0.26106,-0.64158,0.14828,-0.5,1.9,-0.2,46489.3
214,12:54:49.330000,0.78028,-1.283,0.09294,-1.13333,1.5,-0.2,46489.33
215,12:54:49.360000,0.79728,-1.244,-0.00264,-1.1,1.43333,-0.26667,46489.36
216,12:54:49.390000,0.99342,-1.05169,-0.00805,-1.06667,1.3,-0.26667,46489.39
217,12:54:49.430000,1.3723,-1.26158,0.16623,-1.16667,1.26667,-0.23333,46489.43
218,12:54:49.460000,0.86861,-1.00164,-0.10821,-1.16667,1.63333,-0.1,46489.46
219,12:54:49.480000,0.15254,-0.94264,-0.32709,-1.13333,1.53333,-0.06667,46489.48
220,12:54:49.510000,0.27912,-0.64279,-0.29337,-1.2,1.0,-0.2,46489.51
221,12:54:49.540000,0.75065,-0.745,-0.05714,-1.36667,0.96667,-0.16667,46489.54
222,12:54:49.570000,0.47519,-0.745,-0.1328,-1.36667,1.0,-0.16667,46489.57
223,12:54:49.600000,0.28398,-0.85721,-0.15633,-1.2,0.8,-0.16667,46489.6
224,12:54:49.640000,0.80023,-1.02836,0.00464,-1.33333,0.53333,-0.26667,46489.64
225,12:54:49.660000,0.80023,-1.02836,0.00464,-1.33333,0.53333,-0.26667,46489.66
226,12:54:49.690000,0.80023,-1.02836,0.00464,-1.33333,0.53333,-0.26667,46489.69
227,12:54:49.730000,0.88312,-1.53731,0.01087,-1.0,1.03333,-0.1,46489.73
228,12:54:49.760000,0.52862,-1.394,-0.0,-1.03333,0.86667,-0.03333,46489.76
229,12:54:49.790000,0.52862,-1.394,-0.0,-1.03333,0.86667,-0.03333,46489.79
230,12:54:49.830000,0.02265,-0.63,-0.0,-0.76667,0.46667,-0.03333,46489.83
231,12:54:49.860000,0.20865,-1.00642,-0.0,-0.9,0.2,-0.06667,46489.86
232,12:54:49.890000,0.65002,-1.13342,-0.11444,-0.8,0.13333,-0.03333,46489.89
233,12:54:49.930000,0.65002,-1.13342,-0.11444,-0.8,0.13333,-0.03333,46489.93
234,12:54:49.960000,-0.1646,-0.40842,-0.1985,-0.43333,0.06667,-0.1,46489.96
235,12:54:49.990000,0.5324,-0.91842,-0.67559,-0.5,-0.1,-0.1,46489.99
236,12:54:50.020000,0.67843,-0.85942,-1.74151,0.23333,0.5,-0.1,46490.02
237,12:54:50.050000,0.67843,-0.85942,-1.74151,0.23333,0.5,-0.1,46490.05
238,12:54:50.080000,0.96537,-1.149,0.01052,0.1,-0.4,-0.13333,46490.08
239,12:54:50.110000,0.65843,-0.953,-2.04895,0.4,0.0,-0.03333,46490.11
240,12:54:50.140000,0.26643,-1.139,-1.19174,0.66667,-0.26667,-0.03333,46490.14
241,12:54:50.180000,0.11943,-0.92931,-2.47638,0.73333,-0.16667,0.03333,46490.18
242,12:54:50.200000,-0.3696,-1.42931,-3.27847,0.86667,-0.1,-0.0,46490.2
243,12:54:50.240000,0.0614,-1.16531,-0.5339,1.2,-0.8,-0.16667,46490.24
244,12:54:50.260000,0.0614,-1.16531,-0.5339,1.2,-0.8,-0.16667,46490.26
245,12:54:50.290000,0.55165,-1.89642,-0.11473,1.26667,-0.86667,0.03333,46490.29
246,12:54:50.320000,0.62314,-1.34236,0.03024,1.56667,-1.1,-0.0,46490.32
247,12:54:50.350000,0.13758,-0.65221,-0.0555,1.33333,-1.46667,0.13333,46490.35
248,12:54:50.390000,0.97112,-1.559,0.25974,1.43333,-1.7,0.2,46490.39
249,12:54:50.410000,0.97112,-1.559,0.25974,1.43333,-1.7,0.2,46490.41
250,12:54:50.450000,0.11329,-1.236,-0.1926,1.4,-1.4,0.36667,46490.45
251,12:54:50.480000,0.10414,-1.16279,0.10468,1.43333,-2.63333,0.33333,46490.48
252,12:54:50.510000,1.00654,-0.82879,0.53315,1.33333,-2.36667,0.46667,46490.51
253,12:54:50.540000,-0.5207,-1.58964,-0.55207,1.4,-1.36667,0.56667,46490.54
254,12:54:50.570000,-1.19358,-1.28564,-0.6495,1.46667,-1.83333,0.4,46490.57
255,12:54:50.610000,1.0656,-0.96758,0.45148,0.9,-2.1,0.46667,46490.61
256,12:54:50.650000,-0.08463,-1.469,-0.07942,1.36667,-1.03333,0.46667,46490.65
257,12:54:50.680000,-0.64881,-0.71058,-0.21576,1.46667,-1.26667,0.33333,46490.68
258,12:54:50.710000,1.25609,-0.91971,0.26209,0.43333,-2.1,0.36667,46490.71
259,12:54:50.740000,1.566,-1.35838,0.307,0.76667,-1.1,0.46667,46490.74
260,12:54:50.770000,-0.07552,0.23384,0.06406,1.3,-0.76667,0.3,46490.77
261,12:54:50.800000,-0.01265,0.62761,-0.02513,0.76667,-1.23333,0.2,46490.8
262,12:54:50.830000,0.91558,-0.05823,0.01217,0.3,-1.56667,0.23333,46490.83
263,12:54:50.860000,1.83393,-0.43199,0.65778,0.96667,-0.63333,0.2,46490.86
264,12:54:50.890000,1.22711,0.18501,0.10557,1.13333,-0.33333,0.16667,46490.89
265,12:54:50.920000,0.59011,0.05417,-0.32053,0.6,-0.8,0.23333,46490.92
266,12:54:50.950000,1.62018,0.03046,1.16206,0.83333,-0.66667,0.2,46490.95
267,12:54:50.980000,1.26254,0.10946,1.40055,0.63333,-0.33333,0.23333,46490.98
268,12:54:51.010000,0.76254,0.16382,1.0155,0.43333,-0.36667,0.1,46491.01
269,12:54:51.040000,1.13554,-0.06218,1.2907,0.4,-0.36667,0.03333,46491.04
270,12:54:51.070000,1.36054,0.08482,1.62638,0.33333,0.0,0.1,46491.07
271,12:54:51.110000,1.03754,0.12482,1.21387,0.13333,0.1,0.06667,46491.11
272,12:54:51.140000,1.08118,0.20282,0.5673,0.0,-0.13333,-0.0,46491.14
273,12:54:51.170000,1.08118,0.20282,0.5673,0.0,-0.13333,-0.0,46491.17
274,12:54:51.190000,1.05118,0.04046,0.4079,0.0,0.06667,0.03333,46491.19
275,12:54:51.230000,0.84518,0.06046,0.1327,-0.1,-0.1,-0.0,46491.23
276,12:54:51.260000,1.57118,-0.23083,0.41603,-0.06667,-0.26667,-0.03333,46491.26
277,12:54:51.290000,1.75718,-0.04483,0.40785,-0.03333,0.0,-0.0,46491.29
278,12:54:51.320000,0.74278,-0.199,-0.24466,0.0,0.13333,-0.0,46491.32
279,12:54:51.350000,0.70378,-0.12,-0.19499,-0.03333,-0.16667,-0.06667,46491.35
280,12:54:51.380000,1.54678,-0.52999,0.43913,-0.06667,-0.3,-0.0,46491.38
281,12:54:51.410000,1.60578,-0.67675,0.58125,-0.03333,0.0,0.03333,46491.41
282,12:54:51.440000,0.47441,-0.28475,-0.0944,0.06667,0.13333,-0.03333,46491.44
283,12:54:51.470000,0.62911,-0.36275,0.08948,0.0,-0.13333,-0.06667,46491.47
284,12:54:51.500000,1.15911,-0.65723,0.51493,-0.03333,0.0,0.06667,46491.5
285,12:54:51.540000,0.68811,-0.50023,0.32457,0.03333,0.16667,0.03333,46491.54
286,12:54:51.570000,0.39293,-0.31323,0.09267,0.0,0.0,-0.06667,46491.57
287,12:54:51.610000,0.62793,-0.68639,0.21736,-0.03333,-0.03333,-0.03333,46491.61
288,12:54:51.640000,0.38291,-0.71639,0.03424,0.03333,0.1,-0.0,46491.64
289,12:54:51.670000,0.38291,-0.71639,0.03424,0.03333,0.1,-0.0,46491.67
290,12:54:51.700000,0.45091,-0.69639,0.24848,0.03333,-0.03333,-0.0,46491.7
291,12:54:51.730000,0.36291,-0.61839,0.22132,0.0,0.06667,0.03333,46491.73
292,12:54:51.760000,0.29391,-0.78439,0.18294,0.03333,0.06667,-0.03333,46491.76
293,12:54:51.790000,0.29391,-0.78439,0.18294,0.03333,0.06667,-0.03333,46491.79
294,12:54:51.820000,0.31511,-0.79439,0.60239,-0.1,0.2,0.06667,46491.82
295,12:54:51.850000,0.31511,-0.79439,0.60239,-0.1,0.2,0.06667,46491.85
296,12:54:51.890000,-0.16342,-0.62739,0.22064,0.0,0.3,-0.03333,46491.89
297,12:54:51.920000,0.48835,-1.19716,1.09906,-0.23333,0.43333,-0.0,46491.92
298,12:54:51.960000,-0.07552,-1.09016,1.35894,-0.1,0.76667,-0.1,46491.96
299,12:54:51.990000,0.03248,-0.83516,1.39129,-0.26667,0.83333,-0.06667,46491.99
300,12:54:52.020000,0.03248,-0.83516,1.39129,-0.26667,0.83333,-0.06667,46492.02
301,12:54:52.060000,0.22248,-1.58151,1.55013,-0.63333,1.33333,-0.1,46492.06
302,12:54:52.080000,0.07649,-1.41738,0.99333,-0.53333,1.66667,-0.13333,46492.08
303,12:54:52.110000,0.07649,-1.41738,0.99333,-0.53333,1.66667,-0.13333,46492.11
304,12:54:52.140000,0.07649,-1.41738,0.99333,-0.53333,1.66667,-0.13333,46492.14
305,12:54:52.170000,-0.24491,-1.14238,0.82498,-0.56667,1.73333,-0.06667,46492.17
306,12:54:52.210000,0.18636,-1.03046,-0.02658,-0.83333,2.16667,-0.1,46492.21
307,12:54:52.240000,0.56383,-1.00458,0.03688,-1.16667,1.6,-0.03333,46492.24
308,12:54:52.260000,0.7326,-1.077,0.12101,-1.26667,1.56667,-0.0,46492.26
309,12:54:52.290000,0.73828,-1.20258,-0.15303,-1.13333,1.76667,-0.03333,46492.29
310,12:54:52.330000,0.73828,-1.20258,-0.15303,-1.13333,1.76667,-0.03333,46492.33
311,12:54:52.350000,0.30061,-0.97579,-0.23898,-1.1,1.76667,0.06667,46492.35
312,12:54:52.380000,0.33914,-0.951,-0.18577,-1.23333,1.73333,0.06667,46492.38
313,12:54:52.420000,-0.07335,-0.89721,-0.32376,-1.06667,1.76667,0.03333,46492.42
314,12:54:52.450000,0.23129,-0.67121,-0.18629,-1.06667,1.5,0.03333,46492.45
315,12:54:52.480000,-0.12072,-0.55836,-0.24777,-1.13333,1.6,0.06667,46492.48
316,12:54:52.520000,-0.03942,-1.139,-0.08098,-1.0,1.46667,0.06667,46492.52
317,12:54:52.560000,-0.03942,-1.139,-0.08098,-1.0,1.46667,0.06667,46492.56
318,12:54:52.580000,-0.03942,-1.139,-0.08098,-1.0,1.46667,0.06667,46492.58
319,12:54:52.610000,-0.03942,-1.139,-0.08098,-1.0,1.46667,0.06667,46492.61
320,12:54:52.640000,-0.03942,-1.139,-0.08098,-1.0,1.46667,0.06667,46492.64
321,12:54:52.680000,-0.51698,-1.02954,-0.07892,-1.26667,0.76667,0.03333,46492.68
322,12:54:52.710000,-0.49076,-1.23162,-1.1762,-1.33333,0.6,-0.1,46492.71
323,12:54:52.740000,-0.49122,-1.21162,-1.75626,-0.8,0.86667,-0.2,46492.74
324,12:54:52.770000,-0.49122,-1.21162,-1.75626,-0.8,0.86667,-0.2,46492.77
325,12:54:52.800000,-0.71353,-0.91762,-2.05796,-0.7,0.76667,-0.2,46492.8
326,12:54:52.830000,0.51333,-1.17029,-3.25336,-0.66667,0.26667,-0.16667,46492.83
327,12:54:52.860000,0.55233,-1.05229,-3.48978,-0.4,0.5,-0.26667,46492.86
328,12:54:52.890000,0.38144,-1.08854,-4.41293,-0.3,-0.03333,-0.16667,46492.89
329,12:54:52.980000,0.38144,-1.08854,-4.41293,-0.3,-0.03333,-0.16667,46492.98
330,12:54:53.020000,0.90144,-0.79142,-1.14346,0.23333,0.03333,-0.06667,46493.02
331,12:54:53.060000,0.14898,-0.35942,-1.22262,0.16667,0.16667,-0.06667,46493.06
332,12:54:53.090000,0.14898,-0.35942,-1.22262,0.16667,0.16667,-0.06667,46493.09
333,12:54:53.120000,0.14898,-0.35942,-1.22262,0.16667,0.16667,-0.06667,46493.12
334,12:54:53.150000,0.32244,-0.80042,-1.1373,0.53333,0.13333,0.03333,46493.15
335,12:54:53.180000,0.07998,-1.06442,-1.79155,0.3,-0.13333,-0.0,46493.18
336,12:54:53.210000,0.07998,-1.06442,-1.79155,0.3,-0.13333,-0.0,46493.21
337,12:54:53.240000,0.07998,-1.06442,-1.79155,0.3,-0.13333,-0.0,46493.24
338,12:54:53.270000,-0.02056,-0.356,-0.39039,0.46667,-0.3,0.06667,46493.27
339,12:54:53.310000,0.1959,-1.00642,-0.15267,0.36667,-0.46667,0.1,46493.31
340,12:54:53.350000,-0.31967,-0.64442,-0.00614,0.66667,-0.03333,0.03333,46493.35
341,12:54:53.390000,-0.37867,-0.86942,-0.00044,0.4,-0.43333,-0.0,46493.39
342,12:54:53.410000,0.12774,-1.02542,-0.29089,0.4,-0.66667,-0.0,46493.41
343,12:54:53.450000,0.59874,-1.28042,0.00413,0.56667,-0.5,0.03333,46493.45
344,12:54:53.470000,0.59874,-1.28042,0.00413,0.56667,-0.5,0.03333,46493.47
345,12:54:53.510000,-0.57888,-0.69342,-1.43686,0.66667,-0.36667,-0.0,46493.51
346,12:54:53.540000,0.33178,-1.09442,-1.54914,0.63333,-1.2,0.03333,46493.54
347,12:54:53.570000,0.33178,-1.09442,-1.54914,0.63333,-1.2,0.03333,46493.57
348,12:54:53.600000,0.57604,-1.34942,-1.55028,0.86667,-0.83333,0.1,46493.6
349,12:54:53.630000,-0.2816,-0.963,-0.00668,0.76667,-1.6,0.1,46493.63
350,12:54:53.670000,0.09314,-1.404,-0.00392,1.76667,-1.26667,0.06667,46493.67
351,12:54:53.710000,-0.84342,-1.02731,-0.30888,1.0,-1.73333,0.13333,46493.71
352,12:54:53.740000,0.01085,-1.82742,-0.08479,1.03333,-2.1,0.16667,46493.74
353,12:54:53.770000,0.33028,-1.16042,0.26131,1.7,-1.76667,0.23333,46493.77
354,12:54:53.800000,0.33028,-1.16042,0.26131,1.7,-1.76667,0.23333,46493.8
355,12:54:53.830000,-0.92586,-1.97521,-0.56064,1.0,-2.4,0.26667,46493.83
356,12:54:53.860000,-0.14761,-1.77921,0.12806,1.33333,-2.7,0.23333,46493.86
357,12:54:53.890000,-0.36958,-0.981,-0.45334,1.06667,-1.4,0.3,46493.89
358,12:54:53.920000,-1.55572,-1.736,-1.03221,1.1,-1.46667,0.26667,46493.92
