,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0,12:54:42.53,3.382,-2.03458,0.20468,0.03333,0.06667,-0.0
1,12:54:42.56,3.304,-1.99458,0.17857,0.0,0.0,-0.0
2,12:54:42.60,3.51,-2.06358,0.39041,0.03333,0.0,-0.0
3,12:54:42.62,3.26979,-2.03458,0.41052,0.03333,0.03333,-0.0
4,12:54:42.66,2.87364,-1.99458,0.1776,0.0,0.06667,-0.0
5,12:54:42.68,2.67258,-1.72646,0.10349,0.0,0.0,-0.03333
6,12:54:42.71,3.09458,-1.94246,0.39291,0.0,0.0,-0.0
7,12:54:42.75,2.547,-1.72371,0.29655,0.03333,0.03333,-0.0
8,12:54:42.77,2.16746,-1.53438,0.39879,-0.03333,0.0,-0.03333
9,12:54:42.80,2.23546,-1.63338,0.38015,0.0,0.03333,-0.0
10,12:54:42.84,1.91871,-1.52538,0.35001,0.0,0.06667,-0.0
11,12:54:42.87,1.00438,-1.37551,0.75443,-0.03333,0.06667,-0.0
12,12:54:42.90,1.19851,-2.01771,1.31147,-0.5,0.7,-0.2
13,12:54:42.94,1.21539,-2.34758,0.90704,-0.3,1.6,-0.16667
14,12:54:43.00,0.57,-1.989,1.11168,-0.8,1.4,-0.13333
15,12:54:43.03,0.89641,-2.64864,0.21216,-0.53333,2.2,-0.26667
16,12:54:43.07,0.70593,-2.53579,0.25671,-0.4,2.06667,-0.3
17,12:54:43.09,1.60258,-2.35879,0.88688,-0.96667,1.73333,-0.23333
18,12:54:43.14,1.84302,-3.011,0.49286,-0.86667,2.06667,-0.13333
19,12:54:43.18,1.63448,-2.216,0.19223,-0.4,2.36667,-0.13333
20,12:54:43.21,1.85422,-2.099,0.38322,-0.96667,2.23333,-0.0
21,12:54:43.23,1.56819,-2.148,0.24248,-1.1,2.4,0.1
22,12:54:43.26,1.07383,-1.65221,-0.33167,-0.96667,2.43333,-0.0
23,12:54:43.29,0.96628,-1.52936,-0.27988,-0.9,2.4,-0.0
24,12:54:43.32,0.7153,-1.67042,-0.35255,-1.1,2.0,0.03333
25,12:54:43.36,1.0152,-1.74331,-0.19478,-1.06667,1.96667,0.03333
26,12:54:43.39,0.87264,-1.70242,-0.09977,-0.63333,1.4,-0.06667
27,12:54:43.42,0.87264,-1.70242,-0.09977,-0.63333,1.4,-0.06667
28,12:54:43.45,0.97098,-1.80042,-0.00054,-0.76667,1.26667,0.03333
29,12:54:43.48,0.58528,-1.66654,-0.06597,-0.73333,1.26667,-0.0
30,12:54:43.51,0.49783,-1.69554,-0.04966,-0.63333,1.2,-0.03333
31,12:54:43.54,0.44185,-1.73829,-0.02845,-0.56667,0.83333,-0.0
32,12:54:43.57,0.36258,-1.95662,-0.02264,-0.73333,0.76667,0.03333
33,12:54:43.61,0.03762,-1.85862,-0.02829,-0.6,0.83333,-0.0
34,12:54:43.63,-0.07386,-1.83862,-0.00119,-0.53333,0.46667,-0.1
35,12:54:43.66,0.72865,-2.26062,0.01393,-0.6,0.36667,-0.0
36,12:54:43.69,-0.44473,-1.76962,-0.18147,-0.26667,0.93333,-0.03333
37,12:54:43.72,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333
38,12:54:43.75,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333
39,12:54:43.80,-0.5566,-1.95849,-0.26385,-0.26667,0.66667,-0.13333
40,12:54:43.83,-0.02196,-1.78149,-1.69566,-0.33333,0.23333,-0.13333
41,12:54:43.86,0.71304,-2.00562,-2.37424,-0.3,0.03333,-0.1
42,12:54:43.89,0.71304,-2.00562,-2.37424,-0.3,0.03333,-0.1
43,12:54:43.93,0.42078,-1.76962,-3.18526,0.1,0.13333,-0.13333
44,12:54:43.95,0.28278,-1.70829,-2.74745,0.03333,-0.4,-0.1
45,12:54:43.98,0.28278,-1.70829,-2.74745,0.03333,-0.4,-0.1
46,12:54:44.01,0.81278,-1.75454,-2.45375,0.46667,-0.23333,-0.03333
47,12:54:44.04,-0.38276,-1.22454,-3.22821,0.46667,-1.06667,-0.03333
48,12:54:44.08,0.30837,-1.72554,-2.4275,0.23333,-1.73333,-0.03333
49,12:54:44.10,1.45402,-2.23454,0.04879,0.66667,-1.53333,0.06667
50,12:54:44.13,0.91714,-1.93054,0.02409,0.9,-1.2,0.1
51,12:54:44.17,0.64133,-2.11442,0.00302,0.76667,-1.8,0.16667
52,12:54:44.21,0.99112,-2.25142,0.03637,1.0,-1.6,0.26667
53,12:54:44.25,0.99112,-2.25142,0.03637,1.0,-1.6,0.26667
54,12:54:44.27,0.00529,-1.345,-0.21724,1.16667,-2.23333,0.2
55,12:54:44.30,1.47512,-2.29231,0.26441,1.06667,-1.83333,0.36667
56,12:54:44.34,0.84339,-2.24331,0.08018,1.43333,-1.43333,0.4
57,12:54:44.36,-0.0107,-1.47442,-0.42354,1.13333,-2.03333,0.3
58,12:54:44.39,1.67042,-2.09736,0.5516,0.76667,-2.23333,0.4
