,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,10:19:21.87,-0.127,1.68349,0.42877,0.03333,0.0,-0.0,0
1,10:19:21.93,-0.216,1.70349,0.21428,0.0,0.0,-0.0,0
2,10:19:22.00,-0.226,1.55362,0.18553,0.0,0.03333,-0.0,0
3,10:19:22.06,-0.206,1.41329,0.11623,0.0,0.0,-0.0,0
4,10:19:22.13,-0.147,1.20454,0.31104,0.0,0.0,-0.0,0
5,10:19:22.19,-0.304,1.11242,0.20789,0.0,0.0,-0.0,0
6,10:19:22.25,-0.196,0.923,0.39103,0.0,-0.03333,-0.0,0
7,10:19:22.31,-0.304,0.923,0.23672,0.0,0.0,-0.0,0
8,10:19:22.37,-0.275,0.77131,0.12813,0.0,0.0,-0.0,0
9,10:19:22.44,-0.235,0.75231,0.29388,0.0,0.0,-0.0,0
10,10:19:22.50,-0.177,0.58142,0.17477,0.03333,0.0,-0.0,0
11,10:19:22.56,-0.147,0.52242,0.18407,0.0,0.0,-0.0,0
12,10:19:22.63,-0.284,0.58142,0.2951,0.03333,0.0,-0.0,0
13,10:19:22.69,-0.18179,0.41936,0.19939,0.03333,0.0,-0.0,0
14,10:19:22.75,-0.00579,0.39036,0.27262,0.0,0.0,-0.03333,0
15,10:19:22.81,-0.03479,0.42936,0.35238,0.0,0.0,-0.0,0
16,10:19:22.87,-0.03479,0.50836,0.14746,0.0,0.03333,-0.0,0
17,10:19:22.94,0.04421,0.23921,0.24301,0.03333,0.0,-0.0,0
18,10:19:23.00,-0.02479,0.30721,0.22477,0.0,0.0,-0.0,0
19,10:19:23.07,-0.04479,0.27821,0.16586,0.03333,0.0,-0.0,0
20,10:19:23.13,0.08321,0.17121,0.26137,0.03333,0.0,-0.0,0
21,10:19:23.19,-0.07379,0.068,0.22515,0.0,0.0,-0.0,0
22,10:19:23.26,-0.10379,0.146,0.17777,0.03333,0.0,-0.0,0
23,10:19:23.32,-0.12279,0.068,0.23643,0.03333,0.03333,-0.0,0
24,10:19:23.39,0.01421,0.028,0.31122,0.03333,0.0,-0.0,0
25,10:19:23.45,-0.03479,0.087,0.33238,0.0,0.0,-0.0,0
26,10:19:23.51,0.02421,0.126,0.17484,0.03333,0.0,-0.03333,0
27,10:19:23.57,0.10221,0.068,0.25245,0.03333,0.0,-0.0,0
28,10:19:23.64,0.04421,0.038,0.31084,0.0,0.0,-0.0,0
29,10:19:23.70,-0.09379,0.185,0.10022,0.03333,0.03333,-0.0,0
30,10:19:23.77,-0.00579,0.048,0.30261,0.03333,0.0,-0.0,0
31,10:19:23.83,0.02421,0.087,0.20443,0.0,0.0,-0.0,0
32,10:19:23.89,-0.01479,0.136,0.25457,0.03333,0.0,-0.0,0
33,10:19:23.95,-0.00579,0.136,0.22443,0.03333,0.0,-0.0,0
34,10:19:24.01,-0.12279,0.136,0.27606,0.03333,0.0,-0.0,0
