,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,11:27:56.19,-1.05061,6.6619,0.32377,0.03333,0.06667,-0.03333,0
1,11:27:56.26,-0.84284,6.5307,0.27124,0.0,0.03333,-0.03333,0
2,11:27:56.32,-1.06749,5.84817,0.18909,0.06667,0.0,-0.06667,0
3,11:27:56.38,-0.69262,4.98117,0.12112,0.03333,0.0,-0.1,0
4,11:27:56.44,-0.34629,4.57791,0.2234,0.0,-0.13333,-0.16667,0
5,11:27:56.51,-0.12129,4.366,0.30055,0.03333,0.1,-0.06667,0
6,11:27:56.57,-0.31729,3.84565,0.30263,0.06667,-0.03333,-0.0,0
7,11:27:56.63,-0.32354,3.24509,0.40203,0.0,0.0,-0.0,0
8,11:27:56.70,-0.33354,3.10589,0.27358,0.0,0.06667,-0.0,0
9,11:27:56.76,-0.24554,2.28646,0.29227,0.0,-0.03333,-0.0,0
10,11:27:56.82,-0.14342,1.89201,0.30946,0.0,0.03333,-0.0,0
11,11:27:56.88,-0.04542,1.64777,0.34174,0.0,0.03333,0.03333,0
12,11:27:56.95,-0.21242,1.57861,0.15722,0.03333,0.0,-0.0,0
13,11:27:57.01,0.066,1.09549,0.19386,0.0,0.0,-0.0,0
14,11:27:57.07,0.036,0.82629,0.26453,0.0,-0.03333,-0.0,0
15,11:27:57.14,0.046,0.58754,0.23064,0.03333,0.06667,-0.0,0
16,11:27:57.20,0.625,0.42742,0.38195,-0.3,0.0,-0.0,0
17,11:27:57.26,-0.66654,0.26842,0.07209,0.0,0.06667,-0.06667,0
18,11:27:57.32,-0.39529,-0.42621,0.0964,0.1,-0.06667,-0.03333,0
19,11:27:57.39,-0.32354,-0.44621,0.15537,0.03333,-0.03333,-0.03333,0
20,11:27:57.45,-0.14754,-0.59321,0.20658,0.06667,-0.03333,-0.03333,0
21,11:27:57.51,-0.01642,-0.373,0.31649,0.03333,0.0,-0.03333,0
22,11:27:57.58,-0.01642,-0.402,0.43427,0.03333,-0.03333,-0.0,0
23,11:27:57.64,-0.07542,-0.5,0.32616,0.0,0.03333,-0.0,0
24,11:27:57.71,-0.21242,-0.304,0.19101,0.0,0.0,-0.0,0
25,11:27:57.77,0.056,-0.343,0.05388,0.0,0.0,-0.0,0
26,11:27:57.83,0.331,-0.265,0.54474,-0.23333,0.03333,0.1,0
27,11:27:57.90,-0.454,-0.75842,-0.05062,0.0,0.03333,-0.0,0
28,11:27:57.96,0.39369,-0.97831,0.224,0.03333,0.03333,-0.0,0
29,11:27:58.03,0.174,-0.64042,0.23538,0.0,-0.03333,-0.0,0
30,11:27:58.09,0.095,-0.72942,0.28775,0.1,0.03333,-0.0,0
31,11:27:58.15,0.007,-0.49936,0.31777,0.03333,-0.06667,-0.0,0
32,11:27:58.21,0.00069,-0.32821,0.22707,0.1,0.06667,-0.0,0
33,11:27:58.28,0.14869,-0.46521,0.25981,0.0,0.0,-0.03333,0
34,11:27:58.34,0.22669,-0.255,0.27524,0.06667,0.0,-0.0,0
35,11:27:58.40,0.19769,-0.333,0.16788,0.06667,0.03333,-0.0,1
36,11:27:58.46,0.19769,-0.245,0.06821,0.06667,0.0,-0.0,1
37,11:27:58.53,0.22669,-0.265,0.217,0.06667,-0.03333,-0.03333,1
38,11:27:58.59,0.18769,-0.324,0.41963,0.06667,0.0,-0.0,1
39,11:27:58.65,0.11869,-0.33879,0.57721,0.1,-0.03333,-0.0,1
40,11:27:58.72,0.48169,-0.22079,1.1855,0.13333,0.4,0.06667,1
41,11:27:58.78,1.59158,-0.706,2.65145,0.1,1.06667,0.33333,1
42,11:27:58.84,1.10816,-0.422,2.25441,-0.16667,1.86667,0.73333,1
43,11:27:58.91,1.81154,-0.21636,2.83639,-0.46667,3.3,1.4,1
44,11:27:58.97,1.70435,-0.65342,1.38468,-0.73333,2.76667,1.73333,1
45,11:27:59.03,1.06432,-0.32384,0.604,-1.0,2.6,2.03333,1
46,11:27:59.10,0.36125,-0.50246,-0.22986,-0.93333,2.53333,2.2,1
47,11:27:59.16,0.01328,-0.76509,-0.35203,-0.66667,2.7,2.36667,1
48,11:27:59.22,-0.81739,-0.503,-0.35837,-0.46667,2.4,2.3,1
49,11:27:59.29,-2.23986,-0.51964,-0.40626,-0.33333,1.6,1.96667,1
50,11:27:59.35,-4.36835,-0.0524,-0.42011,-0.36667,1.56667,1.63333,1
51,11:27:59.41,-6.10002,0.04228,-0.29035,-0.03333,0.83333,0.73333,1
52,11:27:59.48,-6.25702,0.01242,-0.02061,-0.03333,-0.53333,-0.23333,1
53,11:27:59.54,-4.70281,0.1374,-0.21831,0.26667,-0.83333,-1.0,1
54,11:27:59.60,-3.26946,0.26536,-0.32781,0.0,-2.33333,-1.66667,1
55,11:27:59.66,-1.8447,-0.15168,-0.49835,0.23333,-3.5,-2.2,1
