,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,11:39:21.01,-9.18235,3.80817,0.19411,0.03333,0.0,-0.0,0
1,11:39:21.08,-8.77561,3.50901,0.1556,0.0,0.0,-0.0,0
2,11:39:21.14,-7.7656,3.26477,0.17504,0.03333,0.0,-0.0,0
3,11:39:21.20,-6.36868,2.49462,0.20748,0.03333,0.0,-0.0,0
4,11:39:21.27,-5.09689,1.99542,0.2724,0.03333,0.0,-0.0,0
5,11:39:21.33,-4.05682,1.64431,0.30222,0.03333,0.03333,-0.0,0
6,11:39:21.39,-3.58801,1.29236,0.08778,0.0,0.0,-0.0,0
7,11:39:21.46,-2.96161,1.20021,0.23716,0.03333,0.0,-0.03333,0
8,11:39:21.52,-2.37762,0.931,0.23102,0.0,0.0,-0.03333,0
9,11:39:21.58,-1.96642,0.83779,0.24671,0.0,0.0,-0.0,0
10,11:39:21.64,-1.75331,0.63764,0.19849,0.0,0.0,-0.0,0
11,11:39:21.70,-1.14221,0.49558,0.14354,0.03333,0.0,-0.0,0
12,11:39:21.77,-0.912,0.50558,0.26377,0.03333,0.0,-0.03333,0
13,11:39:21.83,-0.70179,0.31469,0.27816,0.03333,0.0,-0.0,0
14,11:39:21.89,-0.59864,0.38369,0.17515,0.0,0.0,-0.0,0
15,11:39:21.96,-0.52558,0.223,0.16607,0.03333,0.0,-0.0,0
16,11:39:22.02,-0.17869,0.174,0.22226,0.03333,-0.03333,-0.0,0
17,11:39:22.08,-0.27669,0.193,0.32889,0.0,0.0,-0.0,0
18,11:39:22.15,-0.36469,0.164,0.07494,0.0,0.0,-0.0,0
19,11:39:22.21,-0.33569,0.02258,0.10429,0.0,0.0,-0.0,0
20,11:39:22.28,0.031,0.00358,0.27709,0.03333,0.0,-0.0,0
21,11:39:22.34,-0.224,0.04258,0.20824,0.0,0.0,-0.0,0
22,11:39:22.40,-0.224,0.04258,0.20824,0.0,0.0,-0.0,0
23,11:39:22.46,-0.018,-0.00642,0.22211,0.03333,0.0,-0.03333,0
24,11:39:22.53,-0.184,0.02258,0.25007,0.03333,0.0,-0.0,0
