Unnamed: 0,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,12:39:34.54,4.79052,6.57377,-0.01319,-0.06667,-0.03333,-0.0,0
1,12:39:34.60,4.68142,6.34772,0.08912,0.1,0.03333,0.03333,0
2,12:39:34.67,3.25646,6.16281,0.29358,-0.03333,-0.06667,-0.0,0
3,12:39:34.73,2.45077,5.88336,0.26854,0.2,0.06667,0.06667,0
4,12:39:34.79,1.42054,5.41261,0.33177,0.0,-0.1,0.03333,0
5,12:39:34.85,0.76131,5.2099,0.50853,0.1,0.06667,0.06667,0
6,12:39:34.92,0.67436,4.9917,0.34079,0.0,0.0,0.06667,0
7,12:39:34.98,0.068,4.70072,0.28932,0.0,0.03333,-0.0,0
8,12:39:35.04,-0.08421,3.92275,0.23692,0.03333,0.03333,-0.0,0
9,12:39:35.11,-0.04521,3.13168,0.11079,-0.03333,0.03333,-0.03333,0
10,12:39:35.17,0.06279,2.54998,0.36936,0.03333,0.03333,-0.06667,0
11,12:39:35.23,-0.13736,2.32052,0.2359,0.0,0.03333,-0.0,0
12,12:39:35.30,-0.07836,1.89989,0.20984,-0.06667,0.06667,-0.0,0
13,12:39:35.36,0.31779,1.49907,0.19065,0.0,0.0,-0.03333,0
14,12:39:35.43,0.09764,1.13259,0.02443,0.03333,0.0,-0.0,0
15,12:39:35.49,0.37679,1.08022,0.29237,0.03333,-0.03333,-0.0,0
16,12:39:35.55,0.18079,0.93782,0.07517,0.03333,-0.03333,-0.03333,0
17,12:39:35.62,0.24979,0.91882,0.44532,0.03333,-0.03333,-0.0,0
18,12:39:35.68,0.07279,0.80546,0.46718,0.03333,-0.03333,-0.0,0
19,12:39:35.74,0.03379,0.75646,0.47635,-0.03333,0.03333,-0.0,0
20,12:39:35.81,0.19079,0.55417,0.17256,0.03333,0.03333,-0.0,0
21,12:39:35.87,0.07279,0.507,0.09718,-0.06667,-0.03333,-0.03333,0
22,12:39:35.93,0.17079,0.448,0.24271,0.1,0.03333,-0.0,0
23,12:39:36.00,0.05379,0.23401,0.26815,-0.03333,-0.03333,-0.03333,0
24,12:39:36.06,-0.07421,0.41101,0.22915,0.03333,0.06667,-0.0,0
25,12:39:36.13,0.21979,0.09825,0.19252,0.06667,0.06667,-0.0,0
26,12:39:36.19,0.16079,0.16725,0.2785,-0.03333,-0.03333,-0.03333,0
27,12:39:36.25,0.24979,-0.06823,0.21264,0.06667,0.06667,-0.0,0
28,12:39:36.31,0.40679,-0.04923,0.15066,-0.03333,0.0,-0.0,0
29,12:39:36.37,-0.03936,0.11777,0.13154,0.03333,0.0,-0.03333,0
30,12:39:36.43,0.13764,-0.11723,0.18802,0.06667,0.03333,0.03333,4
31,12:39:36.51,0.10764,-0.15623,0.39007,0.0,-0.06667,-0.0,4
32,12:39:36.58,-0.25536,0.14777,0.2623,0.06667,0.06667,-0.0,4
33,12:39:36.64,-0.14736,0.02977,0.27868,0.1,0.1,0.03333,4
34,12:39:36.70,-0.03936,-0.10723,0.2076,0.0,0.03333,-0.0,4
35,12:39:36.76,-0.17636,0.00077,0.14415,0.06667,0.03333,-0.0,4
36,12:39:36.83,0.61764,-0.27423,0.95644,0.0,0.2,0.1,4
37,12:39:36.89,-0.572,0.35325,2.61042,-0.2,1.13333,0.26667,4
