Unnamed: 0,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
0,12:45:55.14,-5.90772,4.25751,0.20942,0.03333,0.0,-0.0,0
1,12:45:55.20,-5.40694,4.07152,0.30924,0.03333,0.0,-0.0,0
2,12:45:55.27,-4.31391,3.46365,0.27184,0.03333,0.0,-0.0,0
3,12:45:55.33,-3.50365,2.73389,0.19203,0.0,0.0,-0.0,0
4,12:45:55.40,-2.68589,2.21282,0.20924,0.03333,0.0,-0.0,0
5,12:45:55.46,-1.85917,1.51901,0.19632,0.03333,0.0,-0.03333,0
6,12:45:55.52,-1.55001,1.22577,0.25732,0.03333,0.0,-0.0,0
7,12:45:55.59,-1.22677,0.81284,0.32192,0.03333,0.0,-0.0,0
8,12:45:55.65,-1.14861,0.78149,0.19487,0.0,0.0,-0.0,0
9,12:45:55.71,-0.87284,0.61262,0.20477,0.0,0.0,-0.0,0
10,12:45:55.78,-0.44662,0.30629,0.36181,0.0,0.0,-0.0,0
11,12:45:55.84,-0.39529,0.44329,0.2413,0.0,0.0,-0.0,0
12,12:45:55.91,-0.39529,0.21454,0.19762,0.03333,0.0,-0.0,0
13,12:45:55.97,-0.18654,0.01542,0.14732,0.03333,0.0,-0.0,0
14,12:45:56.03,-0.14754,0.05442,0.19548,0.03333,0.0,-0.0,0
15,12:45:56.09,0.06258,0.03542,0.27779,0.0,0.0,-0.0,0
16,12:45:56.16,0.02258,-0.155,0.28543,0.03333,0.0,-0.0,0
17,12:45:56.22,-0.06542,-0.155,0.1426,0.03333,0.0,-0.0,0
18,12:45:56.29,-0.00642,-0.155,0.17673,0.06667,0.0,-0.0,0
19,12:45:56.35,0.213,-0.145,0.28648,0.06667,0.0,-0.03333,0
20,12:45:56.41,0.154,-0.184,0.25602,0.03333,0.0,-0.0,0
21,12:45:56.48,0.134,-0.155,0.2797,0.0,0.0,-0.0,0
22,12:45:56.54,0.164,-0.096,0.28687,0.03333,0.0,-0.0,0
23,12:45:56.60,0.213,-0.234,0.26696,0.03333,0.0,-0.0,0
24,12:45:56.67,0.203,-0.077,0.29883,0.0,0.0,-0.0,0
25,12:45:56.73,0.134,-0.224,0.33457,0.0,0.0,-0.0,4
26,12:45:56.79,0.154,-0.145,0.12674,0.0,0.0,-0.0,4
27,12:45:56.85,0.203,-0.194,0.04084,0.06667,0.0,-0.0,4
28,12:45:56.91,0.213,-0.214,0.18765,0.03333,0.0,-0.0,4
29,12:45:56.98,0.203,-0.047,-0.04113,0.1,0.0,-0.0,4
30,12:45:57.04,0.223,-0.234,0.12339,0.06667,0.0,-0.03333,4
31,12:45:57.10,-0.29142,-0.165,0.51093,0.0,0.2,-0.0,4
32,12:45:57.16,-1.19554,0.208,0.90689,-0.16667,0.43333,-0.1,4
33,12:45:57.22,-1.50229,0.57631,0.73334,-0.1,0.46667,-0.46667,4
34,12:45:57.28,-1.58362,0.68431,0.9581,-0.1,0.5,-0.7,4
35,12:45:57.35,-2.058,0.296,0.54046,-0.06667,1.16667,-1.23333,4
36,12:45:57.41,-1.61459,-0.23958,0.80387,-0.36667,1.5,-1.53333,4
37,12:45:57.48,-1.66342,-0.79858,0.37572,-0.4,2.06667,-1.83333,4
38,12:45:57.54,-1.80391,-1.17471,0.25976,-0.4,1.86667,-2.03333,4
39,12:45:57.60,-1.23564,-1.08151,0.2468,-0.63333,2.23333,-1.83333,4
40,12:45:57.67,-0.4216,-1.29439,0.74316,-1.23333,2.16667,-1.63333,4
41,12:45:57.73,-0.7299,-1.43316,0.36824,-1.36667,2.26667,-1.46667,4
42,12:45:57.79,-0.83786,-1.06939,0.13763,-1.53333,2.56667,-1.2,4
43,12:45:57.86,-0.33517,-1.84516,0.22172,-1.1,2.96667,-0.73333,4
44,12:45:57.92,-0.83157,-2.70816,-2.53162,-0.56667,3.16667,-0.86667,4
45,12:45:57.98,-1.63726,-2.54939,-4.84877,-0.23333,1.86667,-0.66667,4
46,12:45:58.05,-1.41102,-2.80423,-3.39064,-0.13333,0.4,-0.23333,4
47,12:45:58.11,-1.65602,-1.84339,-3.46698,0.16667,-0.16667,-0.16667,4
48,12:45:58.17,-0.7061,-2.01116,-1.18896,0.43333,-0.1,-0.13333,4
49,12:45:58.24,-0.71267,-2.39416,-1.06428,0.7,-0.43333,-0.13333,4
50,12:45:58.30,-0.81326,-2.60016,-0.79411,0.76667,-0.5,-0.13333,4
51,12:45:58.36,-0.76622,-2.79616,0.01742,1.1,-1.0,0.03333,4
52,12:45:58.43,-0.82963,-2.11916,0.00228,1.56667,-1.53333,-0.0,4
53,12:45:58.49,-0.94798,-2.18739,-0.0276,1.43333,-1.3,0.06667,4
54,12:45:58.55,-0.48042,-3.47139,0.10673,1.03333,-1.26667,0.26667,4
55,12:45:58.61,-0.83288,-2.91239,0.03283,1.5,-1.96667,0.5,4
56,12:45:58.68,-0.57335,-2.05939,0.24886,1.4,-2.4,0.8,4
57,12:45:58.74,0.2402,-3.00139,0.42754,1.06667,-1.96667,0.86667,4
58,12:45:58.80,-0.1376,-1.36339,0.00194,0.7,-3.0,1.26667,4
59,12:45:58.87,0.05022,-1.62338,0.29533,-0.1,-2.4,1.53333,4
60,12:45:58.93,0.05022,-1.62338,0.29533,-0.1,-2.4,1.53333,4
61,12:45:58.99,-0.61359,-0.70646,0.65471,0.3,-2.46667,1.06667,4
62,12:45:59.06,0.31551,-0.12158,0.10278,-0.4,-2.7,0.73333,4
63,12:45:59.12,0.44658,-0.09069,-0.34131,-0.33333,-2.1,0.56667,4
64,12:45:59.18,0.715,-0.24158,0.36138,-1.03333,-2.26667,0.43333,4
65,12:45:59.25,0.12,-0.58379,-0.03484,-0.43333,-0.73333,0.66667,4
66,12:45:59.31,0.53854,-0.08379,0.81261,0.1,0.0,0.1,4
